Customer ID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude
4201-JMNGR;1;United States;California;Lucerne Valley;92356;34.508417, -116.856103;34,508417;-116,856103
8374-XGEJJ;1;United States;California;Temecula;92590;33.475493, -117.219551;33,475493;-117,219551
3871-IKPYH;1;United States;California;Camarillo;93010;34.227846, -119.079903;34,227846;-119,079903
5655-JSMZM;1;United States;California;Coalinga;93210;36.186867, -120.387793;36,186867;-120,387793
0406-BPDVR;1;United States;California;Visalia;93277;36.303793, -119.375646;36,303793;-119,375646
9667-EQRXU;1;United States;California;Boron;93516;34.95703, -117.73045;34,957030;-117,730450
5482-PLVPE;1;United States;California;Daly City;94014;37.691561, -122.445202;37,691561;-122,445202
0495-ZBNGW;1;United States;California;Loma Mar;94021;37.266388, -122.26308;37,266388;-122,263080
2357-COQEK;1;United States;California;Atherton;94027;37.454924, -122.203168;37,454924;-122,203168
6425-YQLLO;1;United States;California;Pinole;94564;37.996462, -122.293716;37,996462;-122,293716
2091-RFFBA;1;United States;California;Port Costa;94569;38.035707, -122.196821;38,035707;-122,196821
7130-VTEWQ;1;United States;California;San Rafael;94903;38.018065, -122.546024;38,018065;-122,546024
7903-CMPEY;1;United States;California;Corte Madera;94925;37.924014, -122.511694;37,924014;-122,511694
2479-BRAMR;1;United States;California;Murphys;95247;38.147852, -120.440124;38,147852;-120,440124
9058-CBREO;1;United States;California;Winton;95388;37.421299, -120.599587;37,421299;-120,599587
2778-OCLGR;1;United States;California;Soda Springs;95728;39.279068, -120.414275;39,279068;-120,414275
3070-DVEYC;1;United States;California;Williams;95987;39.117537, -122.284654;39,117537;-122,284654
5233-GEEAX;1;United States;California;Lewiston;96052;40.704293, -122.803899;40,704293;-122,803899
5281-BUZGT;1;United States;California;Weaverville;96093;40.759401, -122.939337;40,759401;-122,939337
3217-FZDMN;1;United States;California;Los Angeles;90001;33.973616, -118.24902;33,973616;-118,249020
1268-ASBGA;1;United States;California;Huntington Park;90255;33.97803, -118.217141;33,978030;-118,217141
6168-WFVVF;1;United States;California;San Diego;92126;32.886925, -117.152162;32,886925;-117,152162
4369-HTUIF;1;United States;California;Pismo Beach;93449;35.165668, -120.655842;35,165668;-120,655842
4871-JTKJF;1;United States;California;Selma;93662;36.545322, -119.642281;36,545322;-119,642281
1415-YFWLT;1;United States;California;Shaver Lake;93664;37.223, -119.001021;37,223000;-119,001021
1363-TXLSL;1;United States;California;San Lucas;93954;36.125529, -120.864443;36,125529;-120,864443
6927-WTFIV;1;United States;California;Redwood City;94061;37.461251, -122.235414;37,461251;-122,235414
1324-NLTJE;1;United States;California;Emeryville;94608;37.83726, -122.287648;37,837260;-122,287648
5567-WSELE;1;United States;California;Richmond;94801;37.945288, -122.383941;37,945288;-122,383941
9090-SGQXL;1;United States;California;Ben Lomond;95005;37.078873, -122.090386;37,078873;-122,090386
5649-TJHOV;1;United States;California;Davenport;95017;37.114335, -122.237162;37,114335;-122,237162
9253-QXKBE;1;United States;California;Morgan Hill;95037;37.161544, -121.649371;37,161544;-121,649371
3097-NQYSN;1;United States;California;San Jose;95139;37.218705, -121.762429;37,218705;-121,762429
6328-ZPBGN;1;United States;California;Riverbank;95367;37.734971, -120.954271;37,734971;-120,954271
2856-NNASM;1;United States;California;Santa Rosa;95407;38.394091, -122.739814;38,394091;-122,739814
5180-UCIIQ;1;United States;California;Lucerne;95458;39.141934, -122.770679;39,141934;-122,770679
5813-UECBU;1;United States;California;Bridgeville;95526;40.372532, -123.525626;40,372532;-123,525626
1597-LHYNC;1;United States;California;Auburn;95602;38.99003, -121.114408;38,990030;-121,114408
8651-ENBZX;1;United States;California;Grizzly Flats;95636;38.636102, -120.522149;38,636102;-120,522149
9286-DOJGF;1;United States;California;Lotus;95651;38.815515, -120.916997;38,815515;-120,916997
3551-HUAZH;1;United States;California;Brownsville;95919;39.440687, -121.263583;39,440687;-121,263583
6661-HBGWL;1;United States;California;Mineral;96063;40.408796, -121.579609;40,408796;-121,579609
3621-CEOVK;1;United States;California;Trinity Center;96091;41.081847, -122.700545;41,081847;-122,700545
9248-OJYKK;1;United States;California;San Diego;92121;32.898613, -117.202937;32,898613;-117,202937
9274-CNFMO;1;United States;California;Pacoima;91331;34.255442, -118.421314;34,255442;-118,421314
1400-MMYXY;1;United States;California;Alhambra;91801;34.090925, -118.128164;34,090925;-118,128164
8739-WWKDU;1;United States;California;San Diego;92109;32.787836, -117.232376;32,787836;-117,232376
8685-WHQPW;1;United States;California;San Diego;92110;32.76501, -117.19938;32,765010;-117,199380
6664-FPDAC;1;United States;California;San Diego;92115;32.762506, -117.07245;32,762506;-117,072450
6894-LFHLY;1;United States;California;Escondido;92027;33.141265, -116.967221;33,141265;-116,967221
8361-LTMKD;1;United States;California;Fallbrook;92028;33.362575, -117.299644;33,362575;-117,299644
4667-QONEA;1;United States;California;Los Angeles;90064;34.037251, -118.423573;34,037251;-118,423573
1891-QRQSA;1;United States;California;Downey;90241;33.940884, -118.128628;33,940884;-118,128628
2673-CXQEU;1;United States;California;Gardena;90247;33.890853, -118.297967;33,890853;-118,297967
2424-WVHPL;1;United States;California;Redondo Beach;90278;33.873395, -118.37019;33,873395;-118,370190
2639-UGMAZ;1;United States;California;Artesia;90701;33.867593, -118.080637;33,867593;-118,080637
9058-HRZSV;1;United States;California;Baldwin Park;91706;34.098275, -117.967399;34,098275;-117,967399
5046-NUHWD;1;United States;California;Hacienda Heights;91745;33.998471, -117.973758;33,998471;-117,973758
7529-ZDFXI;1;United States;California;La Verne;91750;34.144703, -117.770299;34,144703;-117,770299
3179-GBRWV;1;United States;California;San Gabriel;91775;34.114772, -118.089431;34,114772;-118,089431
2739-CACDQ;1;United States;California;La Jolla;92037;32.853743, -117.25034;32,853743;-117,250340
4115-NZRKS;1;United States;California;San Diego;92102;32.716007, -117.117462;32,716007;-117,117462
9774-NRNAU;1;United States;California;Cabazon;92230;33.929812, -116.76058;33,929812;-116,760580
3951-NJCVI;1;United States;California;Cathedral City;92234;33.829583, -116.474131;33,829583;-116,474131
0177-PXBAT;1;United States;California;Desert Center;92239;33.889605, -115.257009;33,889605;-115,257009
2519-ERQOJ;1;United States;California;Desert Hot Springs;92241;33.832799, -116.250973;33,832799;-116,250973
4612-SSVHJ;1;United States;California;Yermo;92398;35.013299, -116.834092;35,013299;-116,834092
5756-OZRIO;1;United States;California;Riverside;92504;33.9108, -117.398153;33,910800;-117,398153
4513-CXYIX;1;United States;California;Lake Elsinore;92532;33.705836, -117.318204;33,705836;-117,318204
6705-LXORM;1;United States;California;Perris;92570;33.787298, -117.320676;33,787298;-117,320676
7025-WCBNE;1;United States;California;Santa Ana;92705;33.766004, -117.786763;33,766004;-117,786763
7251-LJBQN;1;United States;California;Strathmore;93267;36.141319, -119.129075;36,141319;-119,129075
6549-YMFAW;1;United States;California;Los Olivos;93441;34.70434, -120.02609;34,704340;-120,026090
1307-TVUFB;1;United States;California;Santa Ynez;93460;34.630356, -120.032564;34,630356;-120,032564
7503-MIOGA;1;United States;California;Shandon;93461;35.634488, -120.293534;35,634488;-120,293534
4785-NKHCX;1;United States;California;O Neals;93645;37.140104, -119.657092;37,140104;-119,657092
6259-WJQLC;1;United States;California;Pacifica;94044;37.573633, -122.455167;37,573633;-122,455167
2858-EIMXH;1;United States;California;Vallejo;94592;38.093701, -122.276589;38,093701;-122,276589
4829-ZLJTK;1;United States;California;Penngrove;94951;38.325599, -122.642352;38,325599;-122,642352
2176-LVPNX;1;United States;California;San Jose;95113;37.333851, -121.891147;37,333851;-121,891147
3452-ABWRL;1;United States;California;San Jose;95132;37.424655, -121.74841;37,424655;-121,748410
3082-WQRVY;1;United States;California;Stockton;95203;37.954089, -121.329761;37,954089;-121,329761
5268-DSMNQ;1;United States;California;Farmington;95230;37.956963, -120.863055;37,956963;-120,863055
6242-MBHPK;1;United States;California;Hathaway Pines;95233;38.184914, -120.364085;38,184914;-120,364085
2388-LAESQ;1;United States;California;Manchester;95459;38.966713, -123.586412;38,966713;-123,586412
6729-GDNGC;1;United States;California;Westport;95488;39.724433, -123.767578;39,724433;-123,767578
7905-NJMXS;1;United States;California;Williams;95987;39.117537, -122.284654;39,117537;-122,284654
9906-NHHVC;1;United States;California;Macdoel;96058;41.769709, -121.92063;41,769709;-121,920630
7351-KYHQH;1;United States;California;Fallbrook;92028;33.362575, -117.299644;33,362575;-117,299644
6374-NTQLP;1;United States;California;Trinity Center;96091;41.081847, -122.700545;41,081847;-122,700545
3761-FLYZI;1;United States;California;Los Angeles;90011;34.00709, -118.258681;34,007090;-118,258681
9705-IOVQQ;1;United States;California;Huntington Park;90255;33.97803, -118.217141;33,978030;-118,217141
2519-LBNQL;1;United States;California;Artesia;90701;33.867593, -118.080637;33,867593;-118,080637
5663-QBGIS;1;United States;California;La Canada Flintridge;91011;34.234912, -118.153729;34,234912;-118,153729
3537-RYBHH;1;United States;California;Northridge;91324;34.238208, -118.55029;34,238208;-118,550290
3219-JQRSL;1;United States;California;Monterey Park;91755;34.049172, -118.115022;34,049172;-118,115022
8309-IEYJD;1;United States;California;Indian Wells;92210;33.537646, -116.291089;33,537646;-116,291089
6557-BZXLQ;1;United States;California;Cabazon;92230;33.929812, -116.76058;33,929812;-116,760580
4079-VTGLK;1;United States;California;Riverside;92501;33.994676, -117.372498;33,994676;-117,372498
2931-VUVJN;1;United States;California;Murrieta;92562;33.548869, -117.334165;33,548869;-117,334165
2878-RMWXY;1;United States;California;Temecula;92590;33.475493, -117.219551;33,475493;-117,219551
8495-LJDFO;1;United States;California;Rancho Santa Margarita;92688;33.624654, -117.611733;33,624654;-117,611733
1013-QCWAM;1;United States;California;Garden Grove;92841;33.786738, -117.982564;33,786738;-117,982564
9168-INPSZ;1;United States;California;Port Hueneme;93041;34.110124, -119.100972;34,110124;-119,100972
1465-LNTLJ;1;United States;California;Santa Barbara;93109;34.406256, -119.726936;34,406256;-119,726936
4706-DGAHW;1;United States;California;California Hot Springs;93207;35.865795, -118.69759;35,865795;-118,697590
8552-OBVRU;1;United States;California;Ivanhoe;93235;36.385818, -119.224243;36,385818;-119,224243
9121-PHQSR;1;United States;California;Stratford;93266;36.175255, -119.813805;36,175255;-119,813805
9050-IKDZA;1;United States;California;Clovis;93611;36.917652, -119.593757;36,917652;-119,593757
5198-EFNBM;1;United States;California;Kingsburg;93631;36.478239, -119.52137;36,478239;-119,521370
2000-DHJUY;1;United States;California;Menlo Park;94025;37.449551, -122.183762;37,449551;-122,183762
9137-NOQKA;1;United States;California;South San Francisco;94080;37.654436, -122.426468;37,654436;-122,426468
7748-UMTRK;1;United States;California;San Francisco;94132;37.722302, -122.491129;37,722302;-122,491129
6463-MVYRY;1;United States;California;Palo Alto;94301;37.444314, -122.149996;37,444314;-122,149996
5315-CKEQK;1;United States;California;Castro Valley;94546;37.708327, -122.083473;37,708327;-122,083473
8166-ORCHU;1;United States;California;Oakland;94605;37.758019, -122.138678;37,758019;-122,138678
8628-MFKAX;1;United States;California;San Pablo;94806;37.980269, -122.342635;37,980269;-122,342635
4295-YURET;1;United States;California;San Quentin;94964;37.942551, -122.491642;37,942551;-122,491642
7693-QPEFS;1;United States;California;Davenport;95017;37.114335, -122.237162;37,114335;-122,237162
5533-NHFRF;1;United States;California;San Jose;95132;37.424655, -121.74841;37,424655;-121,748410
2452-KDRRH;1;United States;California;Mi Wuk Village;95346;38.121601, -120.133915;38,121601;-120,133915
2761-XECQW;1;United States;California;Glenhaven;95443;39.045246, -122.743181;39,045246;-122,743181
8996-ZROXE;1;United States;California;Miranda;95553;40.210895, -123.86;40,210895;-123,860000
3865-QBWSJ;1;United States;California;Courtland;95615;38.311609, -121.554034;38,311609;-121,554034
5456-ITGIC;1;United States;California;Loomis;95650;38.809175, -121.171375;38,809175;-121,171375
9844-FELAJ;1;United States;California;Sacramento;95833;38.619049, -121.517552;38,619049;-121,517552
9281-OFDMF;1;United States;California;Meadow Valley;95956;39.937017, -121.058043;39,937017;-121,058043
0549-CYCQN;1;United States;California;Flournoy;96029;39.84784, -122.544556;39,847840;-122,544556
9659-ZTWSM;1;United States;California;Los Angeles;90013;34.044639, -118.240413;34,044639;-118,240413
1125-SNVCK;1;United States;California;Los Angeles;90040;33.994524, -118.149953;33,994524;-118,149953
5397-TUPSH;1;United States;California;Carson;90745;33.822295, -118.26411;33,822295;-118,264110
6773-LQTVT;1;United States;California;Long Beach;90803;33.760458, -118.129725;33,760458;-118,129725
2880-FPNAE;1;United States;California;Van Nuys;91405;34.202494, -118.448048;34,202494;-118,448048
6741-EGCBI;1;United States;California;Hacienda Heights;91745;33.998471, -117.973758;33,998471;-117,973758
8707-RMEZH;1;United States;California;Tecate;91980;32.587557, -116.636816;32,587557;-116,636816
9373-WSLOY;1;United States;California;Carlsbad;92008;33.148116, -117.306043;33,148116;-117,306043
9544-PYPSJ;1;United States;California;El Cajon;92020;32.79697, -116.969082;32,796970;-116,969082
2900-PHPLN;1;United States;California;Vista;92083;33.17494, -117.242761;33,174940;-117,242761
7826-VVKWT;1;United States;California;San Diego;92114;32.707892, -117.05512;32,707892;-117,055120
5288-AHOUP;1;United States;California;Palm Desert;92260;33.694501, -116.412711;33,694501;-116,412711
1200-TUZHR;1;United States;California;Posey;93260;35.861928, -118.636698;35,861928;-118,636698
3657-COGMW;1;United States;California;San Luis Obispo;93405;35.236549, -120.727344;35,236549;-120,727344
7446-YPODE;1;United States;California;Bridgeport;93517;38.184583, -119.286558;38,184583;-119,286558
9522-BNTHX;1;United States;California;Caliente;93518;35.358953, -118.527064;35,358953;-118,527064
0531-ZZJWQ;1;United States;California;Fallbrook;92028;33.362575, -117.299644;33,362575;-117,299644
1768-HNVGJ;1;United States;California;Mountain View;94043;37.419725, -122.062947;37,419725;-122,062947
8818-DOPVL;1;United States;California;El Cerrito;94530;37.924838, -122.289145;37,924838;-122,289145
3740-RLMVT;1;United States;California;Saint Helena;94574;38.581354, -122.296283;38,581354;-122,296283
5792-JALQC;1;United States;California;San Rafael;94901;37.972662, -122.491452;37,972662;-122,491452
2277-VWCNI;1;United States;California;Brookdale;95007;37.106902, -122.100006;37,106902;-122,100006
5227-JSCFE;1;United States;California;Scotts Valley;95066;37.070177, -122.010077;37,070177;-122,010077
0423-UDIJQ;1;United States;California;Snelling;95369;37.521708, -120.426843;37,521708;-120,426843
9029-FEGVJ;1;United States;California;Escondido;92027;33.141265, -116.967221;33,141265;-116,967221
7524-VRLPL;1;United States;California;Manchester;95459;38.966713, -123.586412;38,966713;-123,586412
6350-XFYGW;1;United States;California;Ferndale;95536;40.4785, -124.301372;40,478500;-124,301372
4480-QQRHC;1;United States;California;Hydesville;95547;40.557314, -124.081662;40,557314;-124,081662
0929-PECLO;1;United States;California;Klamath;95548;41.572813, -124.035011;41,572813;-124,035011
9470-YFUYI;1;United States;California;Redway;95560;40.142256, -123.852927;40,142256;-123,852927
1986-PHGZF;1;United States;California;Greenwood;95635;38.921333, -120.897718;38,921333;-120,897718
2988-GBIVW;1;United States;California;Knights Landing;95645;38.875508, -121.765866;38,875508;-121,765866
5956-YHHRX;1;United States;California;Pilot Hill;95664;38.803731, -121.043799;38,803731;-121,043799
4007-NHVHI;1;United States;California;Rio Linda;95673;38.688764, -121.457596;38,688764;-121,457596
6583-KQJLK;1;United States;California;Twin Bridges;95735;38.805481, -120.13287;38,805481;-120,132870
3339-EAQNV;1;United States;California;Palermo;95968;39.435756, -121.552071;39,435756;-121,552071
2055-BFOCC;1;United States;California;Likely;96116;41.266008, -120.490731;41,266008;-120,490731
4584-LBNMK;1;United States;California;Portola;96122;39.786755, -120.445626;39,786755;-120,445626
7852-LECYP;1;United States;California;Los Angeles;90019;34.049841, -118.33846;34,049841;-118,338460
6925-BAYGL;1;United States;California;Inglewood;90303;33.936291, -118.332639;33,936291;-118,332639
5995-SNNEW;1;United States;California;Whittier;90605;33.960891, -118.032222;33,960891;-118,032222
2080-CAZNM;1;United States;California;Burbank;91502;34.177267, -118.31003;34,177267;-118,310030
5336-UFNZP;1;United States;California;Monterey Park;91755;34.049172, -118.115022;34,049172;-118,115022
9309-BZGNT;1;United States;California;Pine Valley;91962;32.800671, -116.483363;32,800671;-116,483363
8075-GXIUB;1;United States;California;Spring Valley;91978;32.730264, -116.950963;32,730264;-116,950963
3733-UOCWF;1;United States;California;Helendale;92342;34.757783, -117.33997;34,757783;-117,339970
7472-EQOAV;1;United States;California;Laguna Niguel;92677;33.529047, -117.701175;33,529047;-117,701175
8029-XYPWT;1;United States;California;Anaheim;92806;33.83796, -117.870494;33,837960;-117,870494
6646-JPPHA;1;United States;California;Fullerton;92832;33.868316, -117.929029;33,868316;-117,929029
6847-KJLTS;1;United States;California;Frazier Park;93225;34.827662, -118.999073;34,827662;-118,999073
9334-GWGOW;1;United States;California;Mc Kittrick;93251;35.38381, -119.730885;35,383810;-119,730885
2522-WLNSF;1;United States;California;Los Olivos;93441;34.70434, -120.02609;34,704340;-120,026090
3312-ZWLGF;1;United States;California;Acton;93510;34.501452, -118.207862;34,501452;-118,207862
8050-DVOJX;1;United States;California;Keeler;93530;36.560498, -117.962461;36,560498;-117,962461
1580-BMCMR;1;United States;California;Tehachapi;93561;35.073777, -118.652112;35,073777;-118,652112
5135-GRQJV;1;United States;California;Cantua Creek;93608;36.488056, -120.407691;36,488056;-120,407691
2384-OVPSA;1;United States;California;Caruthers;93609;36.5276, -119.865999;36,527600;-119,865999
3349-ANQNH;1;United States;California;Del Rey;93616;36.657462, -119.595293;36,657462;-119,595293
1697-NVVGY;1;United States;California;Fresno;93728;36.757345, -119.818274;36,757345;-119,818274
9112-WSNPU;1;United States;California;Monterey;93940;36.362741, -121.869685;36,362741;-121,869685
2077-MPJQO;1;United States;California;Menlo Park;94025;37.449551, -122.183762;37,449551;-122,183762
9605-WGJVW;1;United States;California;Stockton;95204;37.974498, -121.319568;37,974498;-121,319568
6383-ZTSIW;1;United States;California;Gustine;95322;37.147198, -121.120161;37,147198;-121,120161
3719-TDVQB;1;United States;California;Ripon;95366;37.750778, -121.13238;37,750778;-121,132380
0439-IFYUN;1;United States;California;Escondido;92027;33.141265, -116.967221;33,141265;-116,967221
6726-WEXXK;1;United States;California;Fields Landing;95537;40.726949, -124.217378;40,726949;-124,217378
4023-RTIQM;1;United States;California;Redcrest;95569;40.363446, -123.835041;40,363446;-123,835041
7872-RDDLZ;1;United States;California;Piercy;95587;39.955587, -123.681175;39,955587;-123,681175
8904-OPDCK;1;United States;California;Citrus Heights;95621;38.69549, -121.307864;38,695490;-121,307864
2378-VTKDH;1;United States;California;Woodland;95695;38.71967, -121.862416;38,719670;-121,862416
7994-XIRTR;1;United States;California;Roseville;95747;38.784329, -121.373245;38,784329;-121,373245
0230-UBYPQ;1;United States;California;Hyampom;96046;40.648024, -123.465088;40,648024;-123,465088
5195-KPUNQ;1;United States;California;Lakehead;96051;40.883853, -122.418258;40,883853;-122,418258
3588-WSTTJ;1;United States;California;Los Angeles;90077;34.102084, -118.451629;34,102084;-118,451629
2452-MRMZF;1;United States;California;Inglewood;90303;33.936291, -118.332639;33,936291;-118,332639
9129-UXERG;1;United States;California;Van Nuys;91405;34.202494, -118.448048;34,202494;-118,448048
6127-IYJOZ;1;United States;California;Studio City;91604;34.139082, -118.39275;34,139082;-118,392750
5820-PTRYM;1;United States;California;Chula Vista;91913;32.64164, -116.985026;32,641640;-116,985026
1035-IPQPU;1;United States;California;Parker Dam;92267;34.273872, -114.192901;34,273872;-114,192901
2235-DWLJU;1;United States;California;Thousand Palms;92276;33.849263, -116.382778;33,849263;-116,382778
9237-HQITU;1;United States;California;Los Angeles;90005;34.059281, -118.30742;34,059281;-118,307420
7892-POOKP;1;United States;California;Los Angeles;90010;34.062125, -118.315709;34,062125;-118,315709
0280-XJGEX;1;United States;California;Los Angeles;90015;34.039224, -118.266293;34,039224;-118,266293
1066-JKSGK;1;United States;California;Los Angeles;90024;34.066303, -118.435479;34,066303;-118,435479
6467-CHFZW;1;United States;California;Los Angeles;90028;34.099869, -118.326843;34,099869;-118,326843
8665-UTDHZ;1;United States;California;Los Angeles;90029;34.089953, -118.294824;34,089953;-118,294824
6047-YHPVI;1;United States;California;Los Angeles;90039;34.110845, -118.259595;34,110845;-118,259595
8168-UQWWF;1;United States;California;Los Angeles;90042;34.11572, -118.192754;34,115720;-118,192754
5919-TMRGD;1;United States;California;Huntington Park;90255;33.97803, -118.217141;33,978030;-118,217141
9191-MYQKX;1;United States;California;Lynwood;90262;33.923573, -118.200669;33,923573;-118,200669
0278-YXOOG;1;United States;California;Inglewood;90301;33.956445, -118.358634;33,956445;-118,358634
0486-HECZI;1;United States;California;Torrance;90504;33.867257, -118.330794;33,867257;-118,330794
0404-SWRVG;1;United States;California;La Habra;90631;33.940619, -117.9513;33,940619;-117,951300
6207-WIOLX;1;United States;California;Avalon;90704;33.391181, -118.421305;33,391181;-118,421305
4080-OGPJL;1;United States;California;San Pedro;90731;33.736387, -118.284363;33,736387;-118,284363
3874-EQOEP;1;United States;California;Long Beach;90804;33.783047, -118.1486;33,783047;-118,148600
3376-BMGFE;1;United States;California;Monrovia;91016;34.1528, -118.000482;34,152800;-118,000482
0691-JVSYA;1;United States;California;Pasadena;91103;34.167465, -118.165327;34,167465;-118,165327
1024-GUALD;1;United States;California;Glendale;91207;34.182378, -118.262922;34,182378;-118,262922
0742-MOABM;1;United States;California;Fallbrook;92028;33.362575, -117.299644;33,362575;-117,299644
4629-NRXKX;1;United States;California;El Monte;91731;34.079934, -118.046695;34,079934;-118,046695
6366-ZGQGL;1;United States;California;Pomona;91766;34.042286, -117.756106;34,042286;-117,756106
6390-DSAZX;1;United States;California;San Diego;92122;32.85723, -117.209755;32,857230;-117,209774
7563-BIUPC;1;United States;California;San Diego;92122;32.85723, -117.209758;32,857230;-117,209774
2321-OMBXY;1;United States;California;San Diego;92122;32.85723, -117.209759;32,857230;-117,209774
4322-RCYMT;1;United States;California;San Diego;92122;32.85723, -117.209765;32,857230;-117,209774
6680-NENYN;1;United States;California;San Diego;92122;32.85723, -117.209766;32,857230;-117,209774
1343-EHPYB;1;United States;California;San Diego;92122;32.85723, -117.209767;32,857230;-117,209774
0219-YTZUE;1;United States;California;San Diego;92122;32.85723, -117.209769;32,857230;-117,209774
1010-DIAUQ;1;United States;California;San Diego;92122;32.85723, -117.209773;32,857230;-117,209774
0259-GBZSH;1;United States;California;San Diego;92122;32.85723, -117.209774;32,857230;-117,209774
9601-BRXPO;1;United States;California;San Diego;92122;32.85723, -117.209775;32,857230;-117,209774
5167-ZFFMM;1;United States;California;San Diego;92122;32.85723, -117.209777;32,857230;-117,209774
